,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
19,RCOM,EQ,2017-06-09,18.75,18.5,18.75,18.15,18.7,18.4,18.37,36481400,670055620.8,31954,10796436,29.59,6,2017,21.327557130677043,-0.01866666666666672,Slight or No change
20,RCOM,EQ,2017-06-12,18.4,18.4,19.1,18.1,18.4,18.35,18.53,60514009,1121182625.95,40724,15039813,24.85,6,2017,21.178793627668785,-0.0027173913043476716,Slight or No change
21,RCOM,EQ,2017-06-13,18.35,18.7,18.9,17.9,17.9,18.05,18.31,48409495,886139295.45,42295,13194312,27.26,6,2017,21.06173623112759,-0.016348773841961872,Slight or No change
22,RCOM,EQ,2017-06-14,18.05,18.05,18.45,17.8,18.3,18.3,18.17,26861764,488161412.55,25180,5117563,19.05,6,2017,20.99771281686981,0.013850415512465464,Slight or No change
23,RCOM,EQ,2017-06-15,18.3,18.3,19.2,18.1,19.1,19.05,18.84,46460987,875402816.9,39000,8846100,19.04,6,2017,20.918132212887414,0.040983606557376984,Slight or No change
24,RCOM,EQ,2017-06-16,19.05,19.2,19.35,18.9,19.0,19.05,19.09,38367415,732279978.05,26317,14100255,36.75,6,2017,20.864098425669308,0.0,Slight or No change
25,RCOM,EQ,2017-06-19,19.05,19.15,19.3,19.0,19.05,19.1,19.16,15347919,294077559.95,13575,3704580,24.14,6,2017,20.844185517348162,0.002624671916010568,Slight or No change
26,RCOM,EQ,2017-06-20,19.1,19.05,19.35,18.95,19.05,19.05,19.14,12657900,242294058.6,10761,3266782,25.81,6,2017,20.827918658624924,-0.002617801047120505,Slight or No change
27,RCOM,EQ,2017-06-21,19.05,19.0,19.95,19.0,19.75,19.7,19.61,27711196,543335435.05,25118,6215943,22.43,6,2017,20.802988969516935,0.034120734908136496,Slight or No change
28,RCOM,EQ,2017-06-22,19.7,19.95,20.95,19.8,20.2,20.1,20.42,47859858,977388618.85,41215,10030183,20.96,6,2017,20.789911824834245,0.020304568527918843,Slight or No change
29,RCOM,EQ,2017-06-23,20.1,20.3,21.45,19.9,21.4,21.2,20.83,66228789,1379424681.9,52791,11440536,17.27,6,2017,20.79172053082762,0.05472636815920384,Slight or No change
30,RCOM,EQ,2017-06-27,21.2,21.5,22.2,21.25,21.6,21.7,21.73,54013086,1173855937.8,45197,9231227,17.09,6,2017,20.825020409583963,0.02358490566037741,Slight or No change
31,RCOM,EQ,2017-06-28,21.7,22.0,22.0,20.7,20.9,20.85,21.29,38623787,822353783.9,25594,8180110,21.18,6,2017,20.83652883681607,-0.03917050691244228,Slight or No change
32,RCOM,EQ,2017-06-29,20.85,21.0,22.3,20.95,22.25,22.0,21.64,51864136,1122484028.5,32476,16146865,31.13,6,2017,20.86237318638564,0.05515587529976007,Slight or No change
33,RCOM,EQ,2017-06-30,22.0,22.15,22.2,21.25,21.55,21.5,21.67,25920579,561789872.1,17816,7149114,27.58,6,2017,20.87515102740469,-0.022727272727272707,Slight or No change
34,RCOM,EQ,2017-07-03,21.5,21.6,22.1,21.35,21.75,21.85,21.81,23267104,507403107.75,17301,6405638,27.53,7,2017,20.88824168453486,0.016279069767441978,Slight or No change
35,RCOM,EQ,2017-07-04,21.85,21.95,21.95,20.7,20.95,20.95,21.14,26674009,564009924.7,23669,5544164,20.78,7,2017,20.892219395868004,-0.041189931350114506,Slight or No change
36,RCOM,EQ,2017-07-05,20.95,20.75,22.1,20.35,22.0,21.8,21.41,24868060,532308395.1,22467,7133307,28.68,7,2017,20.899735595820314,0.04057279236276856,Slight or No change
37,RCOM,EQ,2017-07-06,21.8,21.9,22.9,21.6,22.35,22.45,22.39,36589307,819058620.65,27184,8354498,22.83,7,2017,20.93089937147246,0.029816513761467878,Slight or No change
38,RCOM,EQ,2017-07-07,22.45,22.2,22.95,22.0,22.75,22.8,22.52,24148778,543855722.6,21224,4461342,18.47,7,2017,20.95253284051954,0.015590200445434466,Slight or No change
39,RCOM,EQ,2017-07-10,22.8,25.0,25.0,23.25,24.15,24.35,24.28,10085657,244911968.7,13696,2954695,29.3,7,2017,20.971344855077724,0.06798245614035081,Slight or No change
40,RCOM,EQ,2017-07-11,24.35,24.35,24.95,23.75,24.35,24.2,24.44,38248562,934968356.9,37816,6929762,18.12,7,2017,21.044153097659787,-0.006160164271047264,Slight or No change
41,RCOM,EQ,2017-07-12,24.2,24.3,24.6,24.1,24.25,24.3,24.32,17496434,425530025.7,19320,3455437,19.75,7,2017,21.075308066702,0.004132231404958775,Slight or No change
42,RCOM,EQ,2017-07-13,24.3,24.3,24.6,23.65,23.9,23.95,24.08,18775020,452014344.45,18278,4831134,25.73,7,2017,21.10566268751547,-0.01440329218107006,Slight or No change
43,RCOM,EQ,2017-07-14,23.95,23.95,24.45,23.7,24.35,24.3,24.1,17208260,414803103.8,14328,4346601,25.26,7,2017,21.13313399589833,0.014613778705636848,Slight or No change
44,RCOM,EQ,2017-07-17,24.3,24.2,24.75,24.2,24.35,24.35,24.38,8709874,212334343.8,8572,2652790,30.46,7,2017,21.148141410653075,0.002057613168724215,Slight or No change
45,RCOM,EQ,2017-07-18,24.35,24.5,24.7,23.45,23.7,23.7,24.0,18202674,436831895.85,15013,4005506,22.01,7,2017,21.175426023234035,-0.026694045174538106,Slight or No change
46,RCOM,EQ,2017-07-19,23.7,23.8,24.9,23.8,24.65,24.75,24.5,28816833,705926807.7,25266,7607772,26.4,7,2017,21.22502906543382,0.044303797468354444,Slight or No change
47,RCOM,EQ,2017-07-20,24.75,24.5,24.7,24.1,24.5,24.45,24.47,11478546,280906302.45,12670,2937148,25.59,7,2017,21.244200311296268,-0.0121212121212122,Slight or No change
48,RCOM,EQ,2017-07-21,24.45,24.5,24.75,23.8,24.35,24.25,24.22,20771213,503098341.35,19469,3625798,17.46,7,2017,21.275677782986676,-0.008179959100204415,Slight or No change
49,RCOM,EQ,2017-07-24,24.25,24.3,24.95,24.1,24.85,24.75,24.56,19701090,483926240.4,18762,5520193,28.02,7,2017,21.308301602124367,0.020618556701030855,Slight or No change
50,RCOM,EQ,2017-07-25,24.75,24.85,25.95,24.8,25.6,25.55,25.48,30939505,788459367.9,38646,7274861,23.51,7,2017,21.372378658187817,0.03232323232323231,Slight or No change
51,RCOM,EQ,2017-07-26,25.55,25.75,25.85,25.2,25.65,25.7,25.59,15106273,386558588.85,15634,4607744,30.5,7,2017,21.403773359303162,0.005870841487279899,Slight or No change
52,RCOM,EQ,2017-07-27,25.7,25.75,25.95,25.15,25.75,25.7,25.6,22668898,580349778.0,21441,7982243,35.21,7,2017,21.45012835132227,0.0,Slight or No change
53,RCOM,EQ,2017-07-28,25.7,25.5,26.7,25.2,26.35,26.45,26.24,22469321,589486477.45,25103,4382321,19.5,7,2017,21.502007339585646,0.029182879377431803,Slight or No change
54,RCOM,EQ,2017-07-31,26.45,26.2,26.6,25.65,26.25,26.25,26.16,18081784,472997854.5,16455,4179541,23.11,7,2017,21.542255758594543,-0.007561436672967825,Slight or No change
55,RCOM,EQ,2017-08-01,26.25,26.4,26.55,25.65,25.8,25.8,25.99,8980784,233421813.85,10897,1868999,20.81,8,2017,21.561262294028733,-0.017142857142857126,Slight or No change
56,RCOM,EQ,2017-08-02,25.8,25.8,26.05,24.7,24.8,25.0,25.42,13264344,337244619.6,15520,2808211,21.17,8,2017,21.58546408405919,-0.03100775193798455,Slight or No change
57,RCOM,EQ,2017-08-03,25.0,24.75,24.75,22.85,23.15,23.1,23.46,33210562,779096545.85,42836,6919063,20.83,8,2017,21.61444549692288,-0.07599999999999996,Slight or No change
58,RCOM,EQ,2017-08-04,23.1,23.35,23.65,22.1,23.3,23.3,22.94,20596221,472444811.9,19796,2914605,14.15,8,2017,21.627034473615186,0.008658008658008587,Slight or No change
59,RCOM,EQ,2017-08-07,23.3,23.3,24.1,23.25,23.75,23.9,23.72,10010204,237414767.2,9287,1992633,19.91,8,2017,21.636650824245567,0.025751072961373245,Slight or No change
60,RCOM,EQ,2017-08-08,23.9,24.05,24.1,22.65,23.0,22.9,23.28,13995098,325873770.4,13750,3062651,21.88,8,2017,21.647139731675516,-0.04184100418410042,Slight or No change
61,RCOM,EQ,2017-08-09,22.9,22.85,23.3,22.0,22.2,22.2,22.64,14895690,337303154.4,16584,2188992,14.7,8,2017,21.65383908477879,-0.03056768558951961,Slight or No change
62,RCOM,EQ,2017-08-10,22.2,22.4,22.4,20.35,21.55,21.2,21.49,19092243,410273159.9,19891,3839150,20.11,8,2017,21.652434271095192,-0.04504504504504503,Slight or No change
63,RCOM,EQ,2017-08-11,21.2,20.95,21.35,19.9,20.65,20.75,20.72,17576664,364173778.05,21828,3461072,19.69,8,2017,21.64513155849836,-0.021226415094339535,Slight or No change
64,RCOM,EQ,2017-08-14,20.75,20.7,24.75,20.05,23.9,24.1,23.23,54805506,1273353784.95,68046,5685912,10.37,8,2017,21.68291214533592,0.16144578313253022,Slight or No change
65,RCOM,EQ,2017-08-16,24.1,24.0,24.0,22.55,23.25,23.35,23.2,24419101,566544225.0,31390,3447662,14.12,8,2017,21.69885636286636,-0.03112033195020747,Slight or No change
66,RCOM,EQ,2017-08-17,23.35,23.35,23.75,22.9,23.1,23.2,23.33,16257814,379253606.95,18237,2078014,12.78,8,2017,21.710190511341775,-0.0064239828693790635,Slight or No change
67,RCOM,EQ,2017-08-18,23.2,22.9,25.1,22.65,24.1,24.15,24.06,39115103,941160890.5,40135,5033330,12.87,8,2017,21.748828209617148,0.04094827586206895,Slight or No change
68,RCOM,EQ,2017-08-21,24.15,24.1,24.5,23.25,23.4,23.4,23.84,16564924,394916493.2,21212,3357775,20.27,8,2017,21.763289251162455,-0.03105590062111796,Slight or No change
69,RCOM,EQ,2017-08-22,23.4,23.5,24.0,22.65,22.9,22.9,23.27,20863144,485419360.0,20168,2008411,9.63,8,2017,21.776298849420762,-0.021367521367521403,Slight or No change
70,RCOM,EQ,2017-08-23,22.9,22.9,23.25,22.7,23.0,23.05,22.98,13907376,319618130.2,15031,1220396,8.78,8,2017,21.783187364374815,0.0065502183406114245,Slight or No change
71,RCOM,EQ,2017-08-24,23.05,23.0,23.2,22.6,22.95,22.9,22.92,10465137,239834638.5,11728,1166757,11.15,8,2017,21.7880618562013,-0.006507592190889477,Slight or No change
72,RCOM,EQ,2017-08-28,22.9,23.0,23.5,22.95,23.25,23.25,23.29,10510360,244823766.15,11865,1848259,17.59,8,2017,21.794502050201853,0.015283842794759916,Slight or No change
73,RCOM,EQ,2017-08-29,23.25,23.25,23.5,22.4,22.6,22.55,23.0,19376067,445648205.15,18367,2924501,15.09,8,2017,21.80395662211962,-0.03010752688172036,Slight or No change
74,RCOM,EQ,2017-08-30,22.55,22.7,23.05,22.5,22.75,22.7,22.86,13658571,312227886.6,17518,1459144,10.68,8,2017,21.809762960759354,0.006651884700665134,Slight or No change
75,RCOM,EQ,2017-08-31,22.7,22.85,23.5,22.65,23.4,23.3,22.99,15522124,356921833.8,13583,3949529,25.44,8,2017,21.817091721426916,0.026431718061673992,Slight or No change
76,RCOM,EQ,2017-09-01,23.3,23.5,23.95,23.3,23.35,23.45,23.56,11887242,280040891.7,12000,2122934,17.86,9,2017,21.825340799594056,0.006437768240343367,Slight or No change
77,RCOM,EQ,2017-09-04,23.45,23.3,23.35,22.4,22.9,22.8,22.81,12613803,287757791.85,13043,2044662,16.21,9,2017,21.83026126411982,-0.02771855010660973,Slight or No change
78,RCOM,EQ,2017-09-05,22.8,23.1,23.15,22.25,22.7,22.6,22.72,12728914,289215133.2,12274,1945331,15.28,9,2017,21.834725462068004,-0.00877192982456132,Slight or No change
79,RCOM,EQ,2017-09-06,22.6,22.8,22.9,22.3,22.6,22.55,22.6,12845214,290277199.95,17336,1500214,11.68,9,2017,21.838580732071577,-0.0022123893805310324,Slight or No change
80,RCOM,EQ,2017-09-07,22.55,22.6,22.8,22.2,22.3,22.35,22.43,13067482,293069360.6,19967,3273780,25.05,9,2017,21.84159626118451,-0.008869179600886845,Slight or No change
81,RCOM,EQ,2017-09-08,22.35,22.35,22.6,22.0,22.2,22.15,22.25,9269310,206255233.7,16439,1376836,14.85,9,2017,21.84306804947263,-0.008948545861297674,Slight or No change
82,RCOM,EQ,2017-09-11,22.15,22.3,22.5,22.05,22.1,22.1,22.24,7675457,170680714.85,9084,1442437,18.79,9,2017,21.844249007553486,-0.0022573363431149795,Slight or No change
83,RCOM,EQ,2017-09-12,22.1,22.35,23.35,22.0,22.7,22.65,22.58,15278304,344925044.9,15371,2601665,17.03,9,2017,21.848580681460106,0.02488687782805421,Slight or No change
84,RCOM,EQ,2017-09-13,22.65,22.7,23.1,21.2,21.7,21.75,22.35,28608760,639518841.25,31584,3964720,13.86,9,2017,21.8540481749979,-0.039735099337748325,Slight or No change
85,RCOM,EQ,2017-09-14,21.75,21.35,21.75,21.1,21.6,21.55,21.44,20935135,448821052.45,23994,3115805,14.88,9,2017,21.850770520172894,-0.009195402298850519,Slight or No change
86,RCOM,EQ,2017-09-15,21.55,21.55,21.55,19.75,20.4,20.45,20.73,29415254,609818659.8,26649,9365467,31.84,9,2017,21.83844168552846,-0.051044083526682216,Slight or No change
87,RCOM,EQ,2017-09-18,20.45,20.25,20.55,19.9,20.15,20.2,20.15,21450598,432291942.9,50071,5906818,27.54,9,2017,21.825005120177288,-0.012224938875305624,Slight or No change
88,RCOM,EQ,2017-09-19,20.2,20.1,20.7,19.55,20.1,20.1,20.04,22918286,459292145.9,26426,5146417,22.46,9,2017,21.809956127350972,-0.004950495049504844,Slight or No change
89,RCOM,EQ,2017-09-20,20.1,19.65,20.1,19.3,19.75,19.75,19.74,22388972,441975996.3,35054,3891054,17.38,9,2017,21.793047089431656,-0.017412935323383172,Slight or No change
90,RCOM,EQ,2017-09-21,19.75,19.75,21.5,19.6,20.8,20.95,20.78,67554145,1403588693.6,46317,15671491,23.2,9,2017,21.768678483300352,0.060759493670885956,Slight or No change
91,RCOM,EQ,2017-09-22,20.95,20.9,21.25,19.65,19.9,19.85,20.46,43054253,880821178.95,36021,7448358,17.3,9,2017,21.74891832091968,-0.05250596658711204,Slight or No change
92,RCOM,EQ,2017-09-25,19.85,19.9,20.25,19.2,19.65,19.9,19.74,33945009,670192219.0,25363,3574989,10.53,9,2017,21.725284165054553,0.0025188916876572875,Slight or No change
93,RCOM,EQ,2017-09-26,19.9,19.85,20.1,19.55,19.75,19.75,19.79,17811732,352405770.65,12690,3388555,19.02,9,2017,21.71341062965049,-0.007537688442211032,Slight or No change
94,RCOM,EQ,2017-09-27,19.75,19.85,19.95,18.75,19.15,19.05,19.36,27139601,525348902.75,22858,4127523,15.21,9,2017,21.691614003772305,-0.03544303797468351,Slight or No change
95,RCOM,EQ,2017-09-28,19.05,19.15,20.6,18.9,20.5,19.9,19.48,29748725,579455329.0,21927,7851976,26.39,9,2017,21.6693870978024,0.044619422572178324,Slight or No change
96,RCOM,EQ,2017-09-29,19.9,20.4,20.4,19.05,19.2,19.2,19.61,29115900,570965006.55,24642,7161645,24.6,9,2017,21.6493276693407,-0.035175879396984855,Slight or No change
97,RCOM,EQ,2017-10-03,19.2,18.65,18.7,16.75,17.15,17.1,17.52,84656937,1483177297.7,67694,16108234,19.03,10,2017,21.535600711572247,-0.10937499999999989,Slight or No change
98,RCOM,EQ,2017-10-04,17.1,17.1,17.6,16.75,17.3,17.2,17.18,46100337,791795374.6,50452,4394483,9.53,10,2017,21.471241811623074,0.005847953216374213,Slight or No change
99,RCOM,EQ,2017-10-05,17.2,17.0,17.25,16.8,17.05,17.1,17.04,24864059,423577464.3,34032,2565639,10.32,10,2017,21.436206453651725,-0.005813953488371992,Slight or No change
100,RCOM,EQ,2017-10-06,17.1,17.05,17.5,17.0,17.3,17.2,17.22,22785563,392365426.65,45815,3034269,13.32,10,2017,21.40587764334196,0.005847953216374213,Slight or No change
101,RCOM,EQ,2017-10-09,17.2,17.1,17.25,16.75,16.8,16.85,16.97,22476645,381476210.7,16656,5441281,24.21,10,2017,21.37462304119872,-0.02034883720930225,Slight or No change
102,RCOM,EQ,2017-10-10,16.85,16.85,16.9,16.35,16.85,16.7,16.66,23658121,394149699.65,50510,4128256,17.45,10,2017,21.33991571080196,-0.008902077151335397,Slight or No change
103,RCOM,EQ,2017-10-11,16.7,16.75,16.95,15.95,16.2,16.3,16.42,33027854,542445312.35,49404,6940155,21.01,10,2017,21.28986716555843,-0.0239520958083832,Slight or No change
104,RCOM,EQ,2017-10-12,16.3,16.3,16.35,15.9,16.15,16.25,16.13,19313948,311545355.45,13871,3291828,17.04,10,2017,21.2593540066366,-0.0030674846625767804,Slight or No change
105,RCOM,EQ,2017-10-13,16.25,16.25,17.5,16.25,17.0,17.05,16.88,35829306,604810612.5,29210,6819704,19.03,10,2017,21.21183277686128,0.04923076923076919,Slight or No change
106,RCOM,EQ,2017-10-16,17.05,17.2,17.35,16.75,17.0,17.05,17.05,25111919,428279633.95,19240,3612630,14.39,10,2017,21.180419496831625,0.0,Slight or No change
107,RCOM,EQ,2017-10-17,17.05,17.15,17.35,16.7,17.0,17.05,16.99,29103796,494550852.3,17323,8629960,29.65,10,2017,21.144080469348758,0.0,Slight or No change
108,RCOM,EQ,2017-10-18,17.05,16.95,17.0,16.65,16.95,16.8,16.85,17838396,300626870.4,10330,3481820,19.52,10,2017,21.12137712276277,-0.014662756598240456,Slight or No change
109,RCOM,EQ,2017-10-19,16.8,16.9,17.0,16.25,16.35,16.4,16.58,9049260,150050956.3,6006,2497755,27.6,10,2017,21.10922922112868,-0.023809523809523947,Slight or No change
110,RCOM,EQ,2017-10-23,16.4,16.5,17.95,16.45,17.6,17.7,17.47,67983878,1187768557.6,37772,12536551,18.44,10,2017,21.03753651175362,0.0792682926829269,Slight or No change
111,RCOM,EQ,2017-10-24,17.7,18.1,18.2,16.8,16.85,16.95,17.39,43561847,757505688.75,27660,8676776,19.92,10,2017,20.992067265811546,-0.0423728813559322,Slight or No change
112,RCOM,EQ,2017-10-25,16.95,16.95,17.1,16.1,16.55,16.45,16.51,38095441,629067007.2,29964,7794636,20.46,10,2017,20.943733084294095,-0.029498525073746285,Slight or No change
113,RCOM,EQ,2017-10-26,16.45,16.15,16.3,15.65,15.75,15.8,15.96,39293408,626953632.75,28535,12778956,32.52,10,2017,20.888908737255118,-0.03951367781155002,Slight or No change
114,RCOM,EQ,2017-10-27,15.8,15.8,16.25,15.7,16.0,15.9,16.0,22339978,357357918.3,15873,4368608,19.56,10,2017,20.858521872083784,0.006329113924050667,Slight or No change
115,RCOM,EQ,2017-10-30,15.9,16.05,16.1,15.55,15.8,15.75,15.8,23229626,367124029.3,16146,6481961,27.9,10,2017,20.82603863752874,-0.009433962264150941,Slight or No change
116,RCOM,EQ,2017-10-31,15.75,16.55,18.3,16.55,17.15,17.1,17.26,111014103,1915966186.75,76161,15162474,13.66,10,2017,20.719861672276988,0.08571428571428585,Slight or No change
117,RCOM,EQ,2017-11-01,17.1,17.3,17.35,16.75,16.95,17.0,17.01,32763220,557218852.15,18379,5225094,15.95,11,2017,20.6875461765647,-0.005847953216374324,Slight or No change
118,RCOM,EQ,2017-11-02,17.0,16.9,17.45,16.8,17.35,17.3,17.15,33371248,572410988.65,17339,5687803,17.04,11,2017,20.65643582840715,0.01764705882352935,Slight or No change
119,RCOM,EQ,2017-11-03,17.3,17.4,17.45,16.75,16.95,16.9,17.04,28801875,490868861.95,14430,5810865,20.18,11,2017,20.629193268715962,-0.023121387283237094,Slight or No change
120,RCOM,EQ,2017-11-06,16.9,15.8,16.2,15.5,15.85,15.85,15.91,33793987,537627877.65,24339,8168858,24.17,11,2017,20.587847423749594,-0.062130177514792884,Slight or No change
121,RCOM,EQ,2017-11-07,15.85,16.2,16.35,15.3,15.5,15.55,15.81,42904914,678318476.5,25023,9423205,21.96,11,2017,20.535286874948728,-0.018927444794952564,Slight or No change
122,RCOM,EQ,2017-11-08,15.55,15.65,15.95,15.45,15.75,15.6,15.7,25213365,395778137.05,17716,4356436,17.28,11,2017,20.504228761760125,0.003215434083601254,Slight or No change
123,RCOM,EQ,2017-11-09,15.6,15.9,15.95,14.85,15.05,15.0,15.21,30889340,469703453.6,21924,6931159,22.44,11,2017,20.46289269310181,-0.038461538461538436,Slight or No change
124,RCOM,EQ,2017-11-10,15.0,15.0,15.0,13.9,13.95,14.05,14.2,45628038,647939985.45,30709,13956726,30.59,11,2017,20.391485088670365,-0.06333333333333324,Slight or No change
125,RCOM,EQ,2017-11-13,14.05,13.4,13.4,12.05,12.25,12.15,12.48,64598753,806102241.65,45559,18675798,28.91,11,2017,20.265805319839654,-0.13523131672597866,Slight or No change
126,RCOM,EQ,2017-11-14,12.15,12.1,12.4,11.4,11.55,11.6,11.78,73216825,862245868.05,48718,12393734,16.93,11,2017,20.115720332729214,-0.04526748971193417,Slight or No change
127,RCOM,EQ,2017-11-15,11.6,11.4,11.5,9.6,10.35,10.1,10.5,112622356,1182313888.05,57601,18609003,16.52,11,2017,19.861047651591928,-0.1293103448275862,Slight or No change
128,RCOM,EQ,2017-11-16,10.1,9.95,12.1,9.65,12.0,11.7,10.77,173455885,1868002712.5,86409,18713766,10.79,11,2017,19.504748039444088,0.15841584158415833,Slight or No change
129,RCOM,EQ,2017-11-17,11.7,12.45,12.6,11.65,12.3,12.1,12.06,95324984,1149516065.4,53136,12161524,12.76,11,2017,19.34777888997256,0.03418803418803429,Slight or No change
130,RCOM,EQ,2017-11-20,12.1,11.9,12.3,11.45,12.0,12.05,11.9,60410871,718739291.95,32967,6251217,10.35,11,2017,19.24957361820341,-0.004132231404958553,Slight or No change
131,RCOM,EQ,2017-11-21,12.05,12.05,13.75,12.05,13.6,13.5,13.2,160993510,2124534124.2,76942,13310229,8.27,11,2017,19.044208353482365,0.1203319502074689,Slight or No change
132,RCOM,EQ,2017-11-22,13.5,13.6,14.2,13.6,13.95,13.95,13.93,85245194,1187141887.4,46378,8049099,9.44,11,2017,18.953904734934138,0.033333333333333215,Slight or No change
133,RCOM,EQ,2017-11-23,13.95,13.95,14.1,13.45,13.6,13.6,13.71,41097447,563373666.95,23691,4858425,11.82,11,2017,18.90964130523931,-0.02508960573476704,Slight or No change
134,RCOM,EQ,2017-11-24,13.6,13.7,13.95,13.35,13.55,13.55,13.67,33644380,459752726.25,20383,5034610,14.96,11,2017,18.873683035256335,-0.00367647058823517,Slight or No change
135,RCOM,EQ,2017-11-27,13.55,13.5,13.5,13.1,13.4,13.35,13.31,29137460,387814344.55,15040,3292243,11.3,11,2017,18.840811104103523,-0.014760147601476148,Slight or No change
136,RCOM,EQ,2017-11-28,13.35,13.0,13.0,12.1,12.8,12.85,12.73,75481262,960786058.45,35361,7521781,9.97,11,2017,18.748691432874644,-0.03745318352059923,Slight or No change
137,RCOM,EQ,2017-11-29,12.85,13.0,13.35,12.3,12.4,12.45,12.69,61748013,783695764.2,29761,8269810,13.39,11,2017,18.674885176567557,-0.0311284046692607,Slight or No change
138,RCOM,EQ,2017-11-30,12.45,12.25,12.8,12.15,12.55,12.6,12.47,60208761,751077786.45,21335,8037802,13.35,11,2017,18.60204742173358,0.012048192771084265,Slight or No change
139,RCOM,EQ,2017-12-01,12.6,12.75,12.95,12.2,12.3,12.35,12.53,43300888,542707588.95,16132,4769759,11.02,12,2017,18.5512146229899,-0.019841269841269882,Slight or No change
140,RCOM,EQ,2017-12-04,12.35,12.4,12.45,11.35,11.6,11.5,11.82,64791231,765775368.1,26729,6271384,9.68,12,2017,18.46793948650157,-0.06882591093117407,Slight or No change
141,RCOM,EQ,2017-12-05,11.5,11.2,11.5,10.7,11.45,11.35,11.07,80781882,894271535.35,32199,5673198,7.02,12,2017,18.35556113493925,-0.013043478260869601,Slight or No change
142,RCOM,EQ,2017-12-06,11.35,11.35,11.35,10.6,10.75,10.75,11.04,63918770,705518864.75,24364,8059584,12.61,12,2017,18.268676078166852,-0.052863436123347984,Slight or No change
143,RCOM,EQ,2017-12-07,10.75,10.8,11.25,10.8,11.1,11.15,11.06,45027184,497931035.25,19502,5616517,12.47,12,2017,18.208865097269683,0.037209302325581506,Slight or No change
144,RCOM,EQ,2017-12-08,11.15,11.2,12.05,11.15,11.65,11.65,11.67,92804330,1083282595.2,36256,6487916,6.99,12,2017,18.09892472397254,0.04484304932735417,Slight or No change
145,RCOM,EQ,2017-12-11,11.65,11.7,11.9,11.45,11.6,11.6,11.64,30778244,358225767.35,12677,4941883,16.06,12,2017,18.063108837126947,-0.0042918454935623185,Slight or No change
146,RCOM,EQ,2017-12-12,11.6,11.7,11.85,11.5,11.65,11.65,11.61,19136137,222215346.65,9671,2346146,12.26,12,2017,18.04093707657232,0.004310344827586299,Slight or No change
147,RCOM,EQ,2017-12-13,11.65,11.6,11.65,11.1,11.35,11.3,11.42,29526900,337112000.1,11367,3189225,10.8,12,2017,18.006021604158338,-0.030042918454935563,Slight or No change
148,RCOM,EQ,2017-12-14,11.3,11.4,12.1,11.0,11.95,11.9,11.67,62521413,729378930.85,24115,7656059,12.25,12,2017,17.936052960588718,0.05309734513274322,Slight or No change
149,RCOM,EQ,2017-12-15,11.9,12.0,12.1,11.65,11.9,11.85,11.87,36807566,436768723.8,16170,5856295,15.91,12,2017,17.89687092358219,-0.004201680672269004,Slight or No change
150,RCOM,EQ,2017-12-18,11.85,11.95,12.1,11.0,11.85,11.8,11.78,29887258,352217019.15,13804,4354599,14.57,12,2017,17.86495648107143,-0.00421940928270037,Slight or No change
151,RCOM,EQ,2017-12-19,11.8,12.0,13.05,11.85,13.05,12.75,12.41,54839666,680742962.05,29231,8674834,15.82,12,2017,17.8132291511943,0.0805084745762712,Slight or No change
152,RCOM,EQ,2017-12-20,12.75,13.0,18.45,12.9,17.1,17.3,15.33,263393051,4037974058.45,129144,28169715,10.69,12,2017,17.705057749658316,0.3568627450980393,Slight or No change
153,RCOM,EQ,2017-12-21,17.3,18.5,19.6,17.05,18.0,17.95,18.35,353649231,6490926908.65,250889,37604065,10.63,12,2017,17.740694582776996,0.037572254335260125,Slight or No change
154,RCOM,EQ,2017-12-22,17.95,18.45,18.8,15.4,16.3,16.3,17.23,204056290,3515809217.85,116005,26469113,12.97,12,2017,17.72491532944134,-0.09192200557103059,Slight or No change
155,RCOM,EQ,2017-12-26,16.3,16.55,23.2,16.5,23.0,21.5,19.6,490348330,9610507212.6,272951,63398423,12.93,12,2017,17.85451281530985,0.3190184049079754,Slight or No change
156,RCOM,EQ,2017-12-27,21.5,23.65,29.95,23.65,28.6,28.7,27.45,781836478,21461047511.85,586307,70128853,8.97,12,2017,18.806984776785985,0.33488372093023244,Slight or No change
157,RCOM,EQ,2017-12-28,28.7,30.6,34.4,29.25,31.35,30.9,32.32,774653485,25036250776.85,639231,70135068,9.05,12,2017,20.01699216073867,0.0766550522648084,Slight or No change
158,RCOM,EQ,2017-12-29,30.9,33.95,40.15,33.95,36.3,36.15,36.58,685286689,25066618931.0,648577,81671630,11.92,12,2017,21.232708655707427,0.16990291262135915,Slight or No change
159,RCOM,EQ,2018-01-01,36.15,37.25,37.45,33.6,35.1,35.35,35.68,352686945,12584115702.15,329462,30726809,8.71,1,2018,21.75859659199569,-0.022130013831258566,Slight or No change
160,RCOM,EQ,2018-01-02,35.35,35.25,35.45,31.15,32.3,32.4,33.17,285012342,9454117648.35,248814,31619769,11.09,1,2018,22.084680432690757,-0.08345120226308356,Slight or No change
161,RCOM,EQ,2018-01-03,32.4,32.0,32.15,30.1,30.55,30.55,30.84,233379852,7196605254.95,190505,26191379,11.22,1,2018,22.284858778116373,-0.057098765432098686,Slight or No change
